connor	2.2952528492382736
eminence	2.8393208935885488
michael	2.098958204094305
cardinal	2.663229634532868
logue	2.538290897924568
archbishop	5.484821761160985
armagh	5.6786417871770976
primate	6.28070177850506
ireland	3.180245072394872
grace	1.8285970281967758
most	1.2160716031906484
reverend	1.964259630196849
william	1.8503162778900122
alexander	2.3621996388688866
archbishop	5.484821761160985
armagh	5.6786417871770976
primate	6.28070177850506
ireland	3.180245072394872
chief	1.6632296345328677
rabbi	2.3999881997582864
presbyterian	2.964259630196849
moderator	3.4413808849165113
heads	1.994222853574292
baptist	3.4413808849165113
anabaptist	3.4413808849165113
methodist	2.964259630196849
moravian	3.4413808849165113
chapels	3.4413808849165113
honorary	3.4413808849165113
secretary	2.7424108805804925
society	2.043440876244474
friends	1.9099019678742561
march	1.922866945038624
guilds	3.4413808849165113
trades	3.4413808849165113
trainbands	3.4413808849165113
flying	2.2372609022605867
colours	2.26528962586083
coopers	3.4413808849165113
bird	1.7881683711411678
fanciers	3.4413808849165113
millwrights	3.4413808849165113
newspaper	2.26528962586083
canvassers	3.4413808849165113
law	1.4823394925954176
