themselves	1.4262879491053984
remorseful	3.133858125203335
after	1.0300544042473778
deeds	1.8551045242505058
done	1.5106088348054343
see	3.7722488813005723
mother	1.1470863909370899
misused	6.26771625040667
by	1.1196537149512316
children	1.3630061135611904
dying	1.6287081468834288
neglected	2.8328281295393536
gaunt	2.5317981338753723
desperate	2.019914772896498
see	3.7722488813005723
wife	1.6867000938611154
misused	6.26771625040667
by	1.1196537149512316
husband	1.8551045242505058
see	3.7722488813005723
treacherous	2.4348881208673157
seducer	3.133858125203335
young	1.1126688261333966
women	1.209578839141453
mark	1.5540745285865245
ranklings	3.133858125203335
jealousy	3.133858125203335
unrequited	2.5317981338753723
attempted	2.8328281295393536
hid	1.6867000938611154
see	3.7722488813005723
sights	2.019914772896498
see	3.7722488813005723
workings	2.6567368704836722
battle	1.4348881208673159
pestilence	3.133858125203335
tyranny	3.133858125203335
see	3.7722488813005723
martyrs	2.288760085189078
prisoners	2.230768138211391
observe	4.711413749639382
famine	3.133858125203335
observe	4.711413749639382
sailors	2.019914772896498
casting	2.5317981338753723
lots	2.230768138211391
