love	2.0813989550758767
rich	1.6716355966021297
mans	2.2323029027718673
daughter	3.5103632961044093
fell	1.404463868199116
love	2.0813989550758767
him	1.2050454904300179
married	1.6302429114439048
him	1.2050454904300179
against	1.4607822312872365
advice	2.6716355966021297
friends	1.7551816480522047
consequently	2.273695587930092
disowned	2.7965743332104296
immediately	1.9514762931961729
wedding	2.127567552251854
two	1.0641805733874612
years	1.4411866752238558
passed	1.3341763353114735
rash	2.127567552251854
pair	1.6716355966021297
both	1.1767855749220357
dead	1.6402271323505055
laid	1.6302429114439048
quietly	1.7965743332104296
side	1.662431637731287
side	1.662431637731287
slab	3.273695587930092
seen	1.4103727278096363
grave	1.6504462975321916
formed	1.7296275435798165
pavement	2.273695587930092
huge	2.6716355966021297
churchyard	2.4285975479158353
surrounding	2.5747255835940734
grim	1.893484346218486
cathedral	3.273695587930092
overgrown	2.972665592266111
manufacturing	2.7965743332104296
town	1.8423318237711048
shire	2.194514341882467
left	1.1564242922743277
daughter	3.5103632961044093
birth	2.6716355966021297
